50 50 100000
28 name 147.5 12
28 name 114.7 19
28 name 146.9 16
28 name 148.2 6
28 name 110.8 2
28 name 114.8 18
28 name 130.2 15
28 name 113.8 16
28 name 110.0 9
28 name 138.3 9
28 name 114.1 9
28 name 137.9 12
28 name 127.4 5
28 name 100.8 8
28 name 108.7 10
28 name 135.0 5
28 name 123.1 15
28 name 139.1 14
28 name 110.1 10
28 name 141.6 9
28 name 133.9 19
28 name 111.3 4
28 name 118.1 12
28 name 141.7 18
28 name 137.8 19
28 name 143.6 19
28 name 129.6 16
28 name 139.4 19
28 name 106.5 10
28 name 130.7 6
29 name 144.3 8
29 name 143.3 11
29 name 132.1 4
29 name 107.2 16
29 name 141.1 4
29 name 139.9 20
29 name 133.4 4
29 name 119.6 5
29 name 116.8 16
29 name 107.9 19
29 name 133.9 15
29 name 134.8 14
29 name 128.3 11
29 name 143.9 4
29 name 131.9 12
29 name 126.8 17
29 name 138.4 9
29 name 118.1 9
29 name 134.9 4
29 name 128.2 10
29 name 106.2 19
29 name 122.5 2
29 name 111.4 17
29 name 139.7 16
29 name 110.6 11
29 name 128.5 17
29 name 121.1 6
29 name 135.2 20
29 name 127.3 12
29 name 119.4 18
29 name 122.5 17
29 name 112.4 4
29 name 133.7 14
29 name 111.8 6
29 name 144.0 17
29 name 113.8 18
29 name 134.5 16
29 name 142.6 13
29 name 109.3 11
29 name 102.1 1
29 name 129.5 7
29 name 114.5 18
29 name 107.6 5
29 name 112.7 7
29 name 110.7 3
29 name 143.3 2
29 name 127.9 4
29 name 140.5 5
29 name 131.6 13
29 name 101.3 16
29 name 115.9 15
30 name 106.7 2
30 name 106.6 18
30 name 103.1 9
30 name 115.0 16
30 name 146.3 1
30 name 105.0 17
30 name 134.9 18
30 name 107.4 1
30 name 133.8 19
30 name 145.7 7
30 name 105.5 15
30 name 147.9 3
30 name 131.3 16
30 name 120.2 12
30 name 106.8 20
30 name 101.7 17
30 name 119.0 4
30 name 123.4 12
30 name 127.3 4
30 name 101.3 4
30 name 102.4 2
30 name 100.4 19
30 name 103.6 5
30 name 114.8 17
30 name 132.4 10
30 name 129.8 1
30 name 117.8 10
30 name 106.8 16
30 name 137.3 7
30 name 128.5 16
30 name 113.1 2
30 name 132.2 14
30 name 141.2 5
30 name 117.4 20
30 name 133.8 17
30 name 140.4 4
30 name 137.8 14
30 name 122.9 18
30 name 108.7 10
30 name 126.2 9
30 name 107.3 13
30 name 129.6 8
30 name 124.3 5
30 name 133.9 1
30 name 126.1 7
30 name 147.3 20
30 name 105.1 4
30 name 102.1 19
30 name 135.1 2
30 name 147.4 5
30 name 102.8 8
31 name 125.4 11
31 name 104.5 15
31 name 110.1 2
31 name 146.8 11
31 name 105.8 18
31 name 125.3 16
31 name 137.4 9
31 name 146.7 17
31 name 103.9 8
31 name 121.6 9
31 name 116.0 6
31 name 110.0 12
31 name 116.9 3
31 name 137.8 9
31 name 134.1 11
31 name 143.1 2
31 name 101.5 18
31 name 113.8 5
31 name 135.2 20
31 name 144.4 7
31 name 102.0 7
31 name 149.8 5
31 name 137.3 20
31 name 140.0 13
31 name 140.5 12
31 name 115.2 8
31 name 133.1 9
31 name 144.0 17
31 name 141.6 6
31 name 107.4 13
31 name 111.8 17
31 name 109.2 14
31 name 137.5 14
31 name 106.4 4
31 name 111.8 11
31 name 114.2 2
31 name 127.6 16
31 name 143.4 16
31 name 125.6 17
31 name 114.8 20
31 name 141.0 14
31 name 103.2 4
31 name 122.0 13
31 name 100.6 6
31 name 126.3 16
31 name 109.6 19
31 name 132.8 18
31 name 148.0 10
31 name 113.2 4
31 name 126.6 16
31 name 104.0 6
32 name 126.8 9
32 name 116.9 10
32 name 114.1 15
32 name 125.3 20
32 name 107.3 10
32 name 119.2 10
32 name 134.9 20
32 name 115.1 12
32 name 110.8 3
32 name 144.0 12
32 name 115.1 9
32 name 147.9 13
32 name 106.0 6
32 name 149.4 6
32 name 141.1 7
32 name 137.0 11
32 name 102.7 18
32 name 124.0 19
32 name 118.7 9
32 name 146.6 2
32 name 117.3 9
32 name 123.1 4
32 name 113.0 4
32 name 149.1 9
32 name 143.8 14
32 name 117.6 4
32 name 136.2 7
32 name 147.8 13
32 name 104.5 7
32 name 112.0 20
32 name 131.1 13
32 name 132.5 14
32 name 145.2 18
32 name 146.0 7
32 name 128.7 12
32 name 111.9 5
32 name 140.3 18
32 name 133.4 13
32 name 120.2 8
32 name 138.2 14
32 name 136.0 5
32 name 148.2 1
32 name 123.9 15
32 name 122.4 13
32 name 148.2 15
32 name 127.4 17
32 name 117.3 19
32 name 125.6 16
32 name 128.5 13
32 name 137.6 16
32 name 132.3 19
33 name 119.9 4
33 name 123.5 8
33 name 120.5 8
33 name 100.8 19
33 name 129.6 13
33 name 139.7 7
33 name 126.3 9
33 name 143.0 18
33 name 119.1 20
33 name 138.8 20
33 name 108.6 10
33 name 103.3 6
33 name 149.3 18
33 name 126.8 19
33 name 136.2 8
33 name 102.0 14
33 name 107.7 18
33 name 117.4 20
33 name 103.9 14
33 name 125.0 3
33 name 109.5 6
33 name 143.8 20
33 name 123.0 16
33 name 105.8 8
33 name 139.4 19
33 name 104.1 2
33 name 105.2 18
33 name 133.5 11
33 name 119.2 2
33 name 119.1 6
33 name 121.1 1
33 name 147.9 2
33 name 105.9 11
33 name 113.4 17
33 name 137.9 1
33 name 115.3 17
33 name 137.6 5
33 name 109.8 16
33 name 133.6 12
33 name 119.9 14
33 name 140.9 12
33 name 147.5 1
33 name 110.3 13
33 name 134.7 19
33 name 110.8 20
33 name 115.1 18
33 name 120.4 15
33 name 112.2 19
33 name 101.3 4
33 name 105.4 13
33 name 116.2 14
34 name 145.4 9
34 name 118.3 6
34 name 124.3 6
34 name 118.3 11
34 name 141.5 7
34 name 111.7 11
34 name 142.6 6
34 name 124.6 10
34 name 110.0 19
34 name 148.6 11
34 name 122.5 8
34 name 127.2 3
34 name 139.4 16
34 name 118.5 11
34 name 128.3 1
34 name 117.2 15
34 name 126.4 4
34 name 121.4 5
34 name 107.6 4
34 name 126.7 13
34 name 127.5 8
34 name 113.9 6
34 name 107.3 19
34 name 138.3 5
34 name 133.7 19
34 name 146.8 14
34 name 141.9 20
34 name 104.6 12
34 name 142.1 14
34 name 126.2 18
34 name 110.3 4
34 name 142.7 19
34 name 125.1 4
34 name 117.1 10
34 name 125.9 20
34 name 129.1 17
34 name 125.7 15
34 name 108.0 1
34 name 104.6 17
34 name 103.8 4
34 name 103.2 4
34 name 149.4 14
34 name 108.8 3
34 name 101.3 17
34 name 105.4 13
34 name 148.7 11
34 name 125.0 6
34 name 112.6 13
34 name 113.7 17
34 name 127.3 2
34 name 127.2 5
35 name 118.8 20
35 name 121.8 10
35 name 144.8 13
35 name 140.0 12
35 name 136.5 20
35 name 127.3 14
35 name 133.4 8
35 name 114.4 7
35 name 134.3 3
35 name 125.3 2
35 name 128.5 5
35 name 116.7 15
35 name 112.8 16
35 name 114.6 16
35 name 124.9 8
35 name 135.5 5
35 name 108.3 1
35 name 105.4 1
35 name 144.9 17
35 name 133.9 4
35 name 110.8 14
35 name 122.9 9
35 name 127.7 20
35 name 112.2 15
35 name 102.2 6
35 name 120.7 6
35 name 145.8 13
35 name 125.5 18
35 name 113.5 17
35 name 106.7 13
35 name 115.6 20
35 name 121.7 20
35 name 103.5 4
35 name 127.2 7
35 name 137.2 9
35 name 131.4 14
35 name 128.6 18
35 name 129.5 12
35 name 137.3 13
35 name 112.9 16
35 name 137.7 5
35 name 133.7 5
35 name 127.1 19
35 name 138.9 4
35 name 120.4 3
35 name 135.8 15
35 name 102.4 8
35 name 145.2 4
35 name 121.8 13
35 name 121.7 5
35 name 113.2 1
36 name 117.1 8
36 name 122.2 4
36 name 108.7 10
36 name 135.9 19
36 name 114.5 13
36 name 143.8 8
36 name 149.5 10
36 name 143.3 14
36 name 100.7 7
36 name 139.5 2
36 name 141.9 12
36 name 120.5 17
36 name 122.5 3
36 name 138.4 10
36 name 137.2 18
36 name 139.4 15
36 name 128.6 5
36 name 115.9 1
36 name 118.0 7
36 name 111.1 7
36 name 138.5 5
36 name 102.4 20
36 name 139.4 17
36 name 128.3 7
36 name 120.2 18
36 name 138.4 20
36 name 128.3 12
36 name 133.5 12
36 name 127.2 15
36 name 122.0 1
36 name 131.3 9
36 name 137.5 7
36 name 133.5 18
36 name 107.7 7
36 name 116.4 9
36 name 141.9 8
36 name 145.2 7
36 name 121.0 10
36 name 146.4 8
36 name 139.9 8
36 name 140.5 12
36 name 118.7 10
36 name 104.7 4
36 name 119.1 10
36 name 137.3 12
36 name 138.3 16
36 name 130.1 17
36 name 106.3 12
36 name 146.6 7
36 name 146.7 3
36 name 121.7 1
37 name 110.9 7
37 name 142.7 8
37 name 138.3 5
37 name 104.1 16
37 name 117.9 18
37 name 127.1 16
37 name 138.6 11
37 name 132.1 2
37 name 113.2 18
37 name 111.0 17
37 name 105.2 16
37 name 129.5 10
37 name 114.5 5
37 name 148.5 13
37 name 128.4 4
37 name 141.5 11
37 name 109.7 2
37 name 115.2 17
37 name 124.9 6
37 name 108.4 13
37 name 128.5 2
37 name 100.3 19
37 name 137.6 20
37 name 101.1 10
37 name 106.6 9
37 name 127.2 12
37 name 144.2 17
37 name 133.0 15
37 name 111.3 15
37 name 141.8 9
37 name 117.7 9
37 name 110.3 19
37 name 119.6 7
37 name 116.3 18
37 name 146.1 16
37 name 125.7 5
37 name 108.0 11
37 name 127.0 13
37 name 124.9 8
37 name 106.8 2
37 name 144.8 2
37 name 109.3 3
37 name 147.3 12
37 name 102.7 19
37 name 129.2 3
37 name 103.5 13
37 name 140.3 2
37 name 118.4 4
37 name 146.0 17
37 name 122.9 15
37 name 105.2 4
38 name 128.5 15
38 name 101.2 12
38 name 110.3 19
38 name 100.6 11
38 name 122.6 4
38 name 116.5 8
38 name 130.7 10
38 name 148.3 18
38 name 122.9 5
38 name 121.3 19
38 name 103.5 18
38 name 133.6 1
38 name 141.8 16
38 name 137.2 18
38 name 121.5 19
38 name 115.7 2
38 name 129.6 19
38 name 117.7 3
38 name 144.0 5
38 name 144.9 14
38 name 109.4 12
38 name 148.2 12
38 name 139.9 17
38 name 111.7 12
38 name 122.8 4
38 name 134.0 12
38 name 143.0 9
38 name 105.5 14
38 name 149.5 19
38 name 130.8 12
38 name 142.3 4
38 name 130.1 20
38 name 107.6 17
38 name 102.5 15
38 name 112.4 6
38 name 127.8 17
38 name 129.3 13
38 name 142.5 17
38 name 110.6 6
38 name 126.8 9
38 name 123.2 3
38 name 110.4 20
38 name 125.5 15
38 name 139.2 11
38 name 117.0 5
38 name 107.7 9
38 name 145.2 6
38 name 100.4 16
38 name 120.0 20
38 name 119.5 6
38 name 133.1 1
39 name 122.9 18
39 name 111.1 16
39 name 141.7 1
39 name 123.7 1
39 name 112.8 3
39 name 115.7 3
39 name 143.6 20
39 name 133.3 5
39 name 139.5 3
39 name 127.9 15
39 name 138.0 9
39 name 130.0 10
39 name 137.8 1
39 name 149.7 5
39 name 101.8 14
39 name 111.3 12
39 name 117.8 14
39 name 147.5 17
39 name 119.6 11
39 name 120.7 16
39 name 107.3 19
39 name 107.3 9
39 name 133.4 6
39 name 100.0 4
39 name 139.1 4
39 name 125.4 14
39 name 100.2 10
39 name 148.1 12
39 name 143.7 1
39 name 110.4 9
39 name 141.0 13
39 name 127.6 20
39 name 149.2 17
39 name 129.2 12
39 name 131.5 19
39 name 114.0 3
39 name 139.6 16
39 name 116.2 10
39 name 133.6 9
39 name 112.1 1
39 name 112.9 20
39 name 127.0 20
39 name 117.6 3
39 name 118.9 12
39 name 122.4 1
39 name 146.5 7
39 name 120.3 9
39 name 125.8 5
39 name 144.8 14
39 name 149.7 4
39 name 111.9 10
40 name 128.5 3
40 name 143.1 18
40 name 106.2 12
40 name 145.5 6
40 name 129.3 11
40 name 108.6 10
40 name 108.8 20
40 name 147.7 16
40 name 120.0 13
40 name 114.1 18
40 name 101.3 16
40 name 118.1 13
40 name 121.4 10
40 name 148.4 10
40 name 111.3 15
40 name 101.1 5
40 name 101.2 13
40 name 145.1 18
40 name 110.7 1
40 name 134.2 16
40 name 100.3 13
40 name 120.5 12
40 name 126.0 14
40 name 112.4 6
40 name 138.2 15
40 name 116.7 7
40 name 140.7 1
40 name 121.8 16
40 name 136.7 16
40 name 116.3 16
40 name 146.7 13
40 name 127.5 8
40 name 122.5 5
40 name 101.9 18
40 name 107.7 15
40 name 145.7 8
40 name 130.0 14
40 name 147.5 2
40 name 126.1 1
40 name 105.8 16
40 name 138.8 17
40 name 118.9 9
40 name 124.8 15
40 name 107.6 9
40 name 102.7 11
40 name 102.8 20
40 name 138.9 18
40 name 133.1 13
40 name 148.7 6
40 name 116.3 13
40 name 132.6 10
41 name 127.7 7
41 name 109.7 15
41 name 113.7 11
41 name 123.6 9
41 name 122.0 10
41 name 107.9 6
41 name 143.8 8
41 name 101.8 15
41 name 100.3 2
41 name 141.9 7
41 name 107.3 11
41 name 149.2 14
41 name 132.6 20
41 name 116.6 9
41 name 137.1 1
41 name 119.8 9
41 name 106.7 8
41 name 132.0 4
41 name 103.4 8
41 name 136.6 6
41 name 123.5 1
41 name 137.9 4
41 name 103.0 7
41 name 142.9 15
41 name 134.1 15
41 name 128.9 11
41 name 103.7 15
41 name 131.5 16
41 name 143.0 18
41 name 100.4 20
41 name 130.4 15
41 name 131.5 7
41 name 125.3 3
41 name 110.9 13
41 name 116.5 1
41 name 115.0 8
41 name 107.7 3
41 name 128.7 5
41 name 105.4 13
41 name 111.0 19
41 name 101.5 6
41 name 128.6 5
41 name 140.9 11
41 name 124.1 11
41 name 144.0 11
41 name 125.4 2
41 name 115.3 4
41 name 142.2 17
41 name 106.8 18
41 name 118.8 6
41 name 113.9 10
42 name 101.4 20
42 name 112.3 20
42 name 102.8 8
42 name 125.9 15
42 name 133.5 20
42 name 127.7 16
42 name 125.2 11
42 name 122.7 11
42 name 138.6 8
42 name 113.7 17
42 name 100.9 15
42 name 116.5 10
42 name 108.2 7
42 name 132.6 18
42 name 138.4 19
42 name 114.2 18
42 name 104.6 14
42 name 136.2 10
42 name 128.0 13
42 name 122.0 16
42 name 106.7 12
42 name 112.3 13
42 name 131.2 19
42 name 125.2 17
42 name 103.4 4
42 name 113.2 17
42 name 115.3 2
42 name 147.4 12
42 name 118.2 17
42 name 149.5 9
42 name 103.7 15
42 name 103.7 18
42 name 100.4 15
42 name 135.2 20
42 name 106.6 6
42 name 103.8 6
42 name 106.2 6
42 name 133.0 16
42 name 111.5 15
42 name 101.2 2
42 name 116.8 3
42 name 144.3 3
42 name 144.1 17
42 name 106.3 10
42 name 143.9 6
42 name 144.5 19
42 name 145.6 19
42 name 117.1 5
42 name 100.4 9
42 name 109.0 9
42 name 112.0 8
43 name 146.7 1
43 name 142.8 8
43 name 143.8 12
43 name 114.2 9
43 name 140.2 10
43 name 108.9 9
43 name 108.4 5
43 name 118.2 5
43 name 129.6 18
43 name 122.6 18
43 name 145.2 7
43 name 107.0 2
43 name 104.5 3
43 name 149.2 12
43 name 124.2 10
43 name 134.8 9
43 name 104.0 12
43 name 142.6 17
43 name 121.5 6
43 name 134.6 17
43 name 131.8 10
43 name 134.9 14
43 name 107.9 9
43 name 106.3 19
43 name 103.6 5
43 name 111.0 6
43 name 146.3 14
43 name 108.1 14
43 name 107.1 12
43 name 136.9 19
43 name 144.3 14
43 name 128.2 4
43 name 102.7 4
43 name 130.8 18
43 name 108.3 3
43 name 103.1 14
43 name 114.2 11
43 name 138.3 6
43 name 147.2 7
43 name 140.8 10
43 name 108.9 10
43 name 133.3 4
43 name 122.9 20
43 name 106.9 6
43 name 122.0 20
43 name 142.5 5
43 name 148.9 20
43 name 123.7 20
43 name 102.6 11
43 name 137.3 16
43 name 116.5 1
44 name 131.2 11
44 name 127.2 12
44 name 125.5 6
44 name 101.4 4
44 name 121.2 18
44 name 124.9 12
44 name 109.7 12
44 name 133.3 2
44 name 139.3 8
44 name 128.7 17
44 name 133.8 2
44 name 113.8 1
44 name 113.9 3
44 name 139.8 13
44 name 115.4 13
44 name 138.5 13
44 name 104.9 2
44 name 114.8 13
44 name 140.7 6
44 name 126.4 9
44 name 133.0 7
44 name 122.2 1
44 name 122.1 6
44 name 102.0 3
44 name 102.0 6
44 name 101.5 9
44 name 118.7 13
44 name 112.2 18
44 name 102.4 12
44 name 111.8 1
44 name 130.1 19
44 name 135.2 10
44 name 109.5 11
44 name 133.7 8
44 name 129.7 12
44 name 112.1 7
44 name 135.3 19
44 name 142.4 11
44 name 143.1 15
44 name 121.6 20
44 name 108.3 17
44 name 122.7 12
44 name 102.0 17
44 name 126.7 16
44 name 106.3 20
44 name 135.9 13
44 name 115.8 17
44 name 121.9 20
44 name 109.9 18
44 name 136.1 15
44 name 113.1 20
45 name 131.1 9
45 name 119.1 4
45 name 108.9 20
45 name 116.1 19
45 name 120.1 8
45 name 113.3 7
45 name 124.5 4
45 name 124.7 15
45 name 116.9 13
45 name 101.6 8
45 name 123.3 11
45 name 137.3 6
45 name 126.2 14
45 name 120.0 3
45 name 127.0 6
45 name 124.8 14
45 name 103.3 9
45 name 100.5 6
45 name 106.0 1
45 name 127.1 4
45 name 120.8 16
45 name 101.0 2
45 name 114.5 17
45 name 118.3 16
45 name 111.7 15
45 name 132.9 7
45 name 110.2 19
45 name 133.2 1
45 name 144.4 8
45 name 132.1 12
45 name 123.2 14
45 name 137.7 3
45 name 145.2 2
45 name 126.9 6
45 name 131.9 1
45 name 137.6 8
45 name 134.3 9
45 name 123.0 17
45 name 101.9 5
45 name 135.0 4
45 name 110.7 19
45 name 137.2 14
45 name 108.9 12
45 name 119.9 7
45 name 139.6 7
45 name 144.4 2
45 name 131.1 18
45 name 106.9 5
45 name 111.4 15
45 name 140.5 1
45 name 114.0 18
46 name 129.7 3
46 name 128.3 9
46 name 103.2 17
46 name 109.0 17
46 name 125.3 3
46 name 134.1 14
46 name 119.6 11
46 name 116.8 18
46 name 108.9 15
46 name 148.5 18
46 name 116.2 11
46 name 109.7 18
46 name 118.9 6
46 name 138.1 2
46 name 105.1 19
46 name 114.9 8
46 name 100.2 4
46 name 102.6 8
46 name 101.2 3
46 name 127.3 13
46 name 115.5 12
46 name 129.6 9
46 name 111.3 14
46 name 125.0 14
46 name 116.7 5
46 name 127.3 4
46 name 116.4 17
46 name 111.9 17
46 name 109.8 1
46 name 143.3 11
46 name 105.7 12
46 name 138.6 11
46 name 144.4 15
46 name 126.8 19
46 name 102.6 1
46 name 126.9 12
46 name 135.6 17
46 name 122.0 11
46 name 111.9 15
46 name 101.2 19
46 name 136.8 17
46 name 120.2 2
46 name 124.1 8
46 name 142.6 4
46 name 135.9 15
46 name 137.6 8
46 name 139.5 12
46 name 133.7 17
46 name 106.6 13
46 name 120.0 11
46 name 141.5 1
47 name 109.0 19
47 name 149.0 7
47 name 141.5 13
47 name 113.1 17
47 name 124.3 3
47 name 125.2 10
47 name 125.6 11
47 name 122.4 10
47 name 114.3 12
47 name 104.4 5
47 name 148.4 4
47 name 147.7 11
47 name 104.0 3
47 name 108.9 10
47 name 120.9 12
47 name 101.5 8
47 name 142.1 20
47 name 122.8 3
47 name 113.5 6
47 name 127.0 7
47 name 108.3 4
47 name 108.1 19
47 name 103.5 2
47 name 144.9 14
47 name 113.4 12
47 name 105.5 19
47 name 127.0 2
47 name 117.1 17
47 name 102.1 1
47 name 123.4 8
47 name 133.0 13
47 name 129.2 19
47 name 119.1 6
47 name 145.2 5
47 name 143.0 9
47 name 146.5 18
47 name 112.3 2
47 name 134.7 14
47 name 122.4 7
47 name 143.8 12
47 name 139.8 15
47 name 128.3 4
47 name 115.0 20
47 name 146.5 5
47 name 111.2 13
47 name 136.0 9
47 name 137.1 12
47 name 117.8 9
47 name 138.4 17
47 name 129.0 9
47 name 138.7 13
48 name 125.0 10
48 name 147.3 14
48 name 103.7 9
48 name 124.2 9
48 name 126.1 2
48 name 124.3 18
48 name 138.0 14
48 name 106.5 16
48 name 108.9 20
48 name 141.5 4
48 name 124.9 13
48 name 134.9 5
48 name 137.5 5
48 name 121.2 10
48 name 131.3 18
48 name 113.5 7
48 name 137.9 12
48 name 129.3 8
48 name 105.7 20
48 name 106.5 6
48 name 133.7 3
48 name 109.5 4
48 name 117.3 17
48 name 143.9 5
48 name 138.3 13
48 name 110.4 18
48 name 101.0 7
48 name 106.0 8
48 name 120.2 11
48 name 141.1 5
48 name 103.7 4
48 name 117.7 5
48 name 136.0 17
48 name 133.7 13
48 name 131.5 12
48 name 137.2 11
48 name 115.6 9
48 name 118.3 1
48 name 142.5 6
48 name 108.2 7
48 name 147.5 5
48 name 130.7 1
48 name 119.8 2
48 name 131.2 15
48 name 135.8 14
48 name 117.7 2
48 name 121.7 18
48 name 125.6 15
48 name 120.1 13
48 name 141.3 6
48 name 132.7 20
49 name 127.1 17
49 name 122.1 14
49 name 142.0 10
49 name 116.7 10
49 name 103.1 10
49 name 142.5 7
49 name 131.0 16
49 name 102.4 20
49 name 114.6 9
49 name 117.6 4
49 name 141.3 9
49 name 136.3 1
49 name 141.1 12
49 name 125.4 11
49 name 140.9 13
49 name 135.2 18
49 name 123.3 8
49 name 100.8 12
49 name 109.3 4
49 name 128.0 3
49 name 130.0 10
49 name 122.3 15
49 name 131.4 12
49 name 123.6 19
49 name 126.4 1
49 name 137.8 11
49 name 111.1 5
49 name 147.8 11
49 name 142.2 17
49 name 128.5 4
49 name 142.5 11
49 name 107.5 11
49 name 141.0 16
49 name 102.3 19
49 name 131.2 15
49 name 121.2 15
49 name 134.2 7
49 name 111.5 17
49 name 108.3 17
49 name 130.1 12
49 name 105.3 7
49 name 142.7 3
49 name 113.9 10
49 name 118.7 1
49 name 143.0 19
49 name 106.2 4
49 name 115.1 9
49 name 124.6 10
49 name 128.4 13
49 name 114.0 17
49 name 141.1 17
50 name 146.0 20
50 name 117.7 6
50 name 102.3 16
50 name 128.9 5
50 name 120.1 3
50 name 140.1 1
50 name 136.8 9
50 name 128.9 20
50 name 111.7 19
50 name 110.9 9
50 name 131.8 14
50 name 124.5 16
50 name 114.7 8
50 name 102.7 10
50 name 130.2 3
50 name 114.9 8
50 name 135.9 4
50 name 111.1 12
50 name 149.4 11
50 name 131.7 7
50 name 138.5 16
50 name 110.4 18
50 name 132.8 18
50 name 147.8 15
50 name 116.5 5
50 name 101.0 6
50 name 117.0 14
50 name 143.4 10
50 name 140.6 10
50 name 137.0 7
50 name 130.6 18
50 name 115.7 6
50 name 109.7 13
50 name 112.2 8
50 name 120.9 15
50 name 109.9 4
50 name 124.5 6
50 name 103.8 13
50 name 115.9 13
50 name 140.6 5
50 name 118.5 7
50 name 143.1 4
50 name 122.7 5
50 name 127.8 7
50 name 135.9 15
50 name 120.9 12
50 name 135.5 8
50 name 118.3 5
50 name 137.7 10
50 name 119.1 11
50 name 108.2 13
